SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
239443,1,Cash loans,F,N,N,2,112500,152820,16587,135000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.006629,-10098,-373,-1499,-2729,,1,1,0,1,0,0,Core staff,4,2,2,TUESDAY,12,0,0,0,0,0,0,Kindergarten,0.362587111,0.036418459,0.457899551,0.0928,0.0947,0.9871,0.8232,0.0168,0,0.2069,0.1667,0.0417,0.0721,0.0756,0.0904,0,0,0.0945,0.0983,0.9871,0.8301,0.017,0,0.2069,0.1667,0.0417,0.0738,0.0826,0.0942,0,0,0.0937,0.0947,0.9871,0.8256,0.017,0,0.2069,0.1667,0.0417,0.0734,0.077,0.0921,0,0,reg oper account,block of flats,0.0803,Panel,No,0,0,0,0,-1628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
273717,0,Cash loans,F,N,Y,0,112500,454500,14791.5,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.01452,-17310,-1855,-5944,-852,,1,1,0,1,0,0,Core staff,1,2,2,SUNDAY,13,0,0,0,0,0,0,Trade: type 7,,0.067860081,0.6577838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
397461,0,Cash loans,F,N,Y,3,135000,225000,12334.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14112,-517,-3428,-6094,,1,1,0,1,0,0,Core staff,5,2,2,MONDAY,7,0,0,0,0,0,0,Kindergarten,0.448838203,0.255616156,0.819317692,0.0165,0,0.9771,,,0,0.069,0.0417,,0,,0.0135,,0,0.0168,0,0.9772,,,0,0.069,0.0417,,0,,0.0141,,0,0.0167,0,0.9771,,,0,0.069,0.0417,,0,,0.0138,,0,,block of flats,0.0115,,No,0,0,0,0,-331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
150062,0,Revolving loans,F,N,N,0,67500,180000,9000,180000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.005084,-9585,-1722,-3685,-909,,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,18,0,0,0,0,0,0,Business Entity Type 2,0.204237328,0.587120818,0.389338792,0.0773,,0.9871,,,,0.2069,0.1667,,,,0.0806,,0.0276,0.0788,,0.9871,,,,0.2069,0.1667,,,,0.084,,0.0292,0.0781,,0.9871,,,,0.2069,0.1667,,,,0.082,,0.0282,,block of flats,0.0635,"Stone, brick",No,0,0,0,0,-649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
449661,0,Cash loans,F,Y,Y,0,315000,900000,87678,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-17832,-3963,-5805,-1382,3,1,1,0,1,0,0,,2,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,,0.790394365,0.537069958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-1507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
261284,0,Cash loans,F,N,Y,0,112500,405000,15399,405000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-23052,365243,-15212,-3977,,1,0,0,1,0,0,,1,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.296143565,0.746300213,0.0928,0.0905,0.9776,0.694,0.0134,0,0.2069,0.1667,0.2083,0.1183,0.0756,0.0883,0,0,0.0945,0.0939,0.9777,0.706,0.0135,0,0.2069,0.1667,0.2083,0.121,0.0826,0.092,0,0,0.0937,0.0905,0.9776,0.6981,0.0135,0,0.2069,0.1667,0.2083,0.1204,0.077,0.0899,0,0,reg oper account,block of flats,0.0695,Panel,No,3,0,3,0,-237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
389458,0,Cash loans,F,N,N,0,135000,490536,23859,405000,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.018634,-9140,-1237,-456,-462,,1,1,1,1,1,0,Cooking staff,2,2,2,TUESDAY,15,0,0,0,0,0,0,Restaurant,,0.638320856,0.377404249,0.1237,0.0525,0.9975,,,0.08,0.069,0.375,,0.0451,,0.0949,,0,0.1261,0.0545,0.9975,,,0.0806,0.069,0.375,,0.0461,,0.0988,,0,0.1249,0.0525,0.9975,,,0.08,0.069,0.375,,0.0459,,0.0966,,0,,block of flats,0.0908,Mixed,No,0,0,0,0,-218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186936,0,Cash loans,F,N,Y,0,225000,1042560,34587,900000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009175,-15978,-6113,-7978,-4893,,1,1,0,1,0,0,Managers,1,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.700131271,0.553164699,0.168,0.0714,0.9791,0.7144,0.0356,0,0.069,0.1667,0.2083,0.0347,0.137,0.0757,0,0,0.1712,0.0741,0.9791,0.7256,0.036,0,0.069,0.1667,0.2083,0.0355,0.1497,0.0788,0,0,0.1697,0.0714,0.9791,0.7182,0.0359,0,0.069,0.1667,0.2083,0.0353,0.1394,0.077,0,0,reg oper account,block of flats,0.079,"Stone, brick",No,4,0,4,0,-1135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170162,0,Cash loans,M,Y,N,0,67500,497520,39438,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-17063,-3765,-1544,-593,19,1,1,0,1,1,0,,2,3,3,SATURDAY,19,0,0,0,0,0,0,Self-employed,,0.342200092,0.740799088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319554,0,Cash loans,F,N,Y,0,99000,284400,13387.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-13694,-3305,-7461,-3731,,1,1,0,1,1,0,Private service staff,2,1,1,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.457452312,,0.5722,0.3903,0.9841,0.7824,,0.6,0.5172,0.3333,,0.2081,,0.5663,,,0.583,0.405,0.9841,0.7909,,0.6042,0.5172,0.3333,,0.2129,,0.59,,,0.5777,0.3903,0.9841,0.7853,,0.6,0.5172,0.3333,,0.2117,,0.5764,,,reg oper account,block of flats,0.4487,Panel,No,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120370,0,Cash loans,F,N,Y,0,67500,183384,10656,162000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-22716,365243,-13409,-4813,,1,0,0,1,0,0,,1,3,3,MONDAY,9,0,0,0,0,0,0,XNA,,0.533262479,0.15951954,0.0845,0.0436,0.9816,,,0.08,0.0345,0.4583,,0.2057,,0.0725,,0,0.0861,0.0453,0.9816,,,0.0806,0.0345,0.4583,,0.2104,,0.0755,,0,0.0854,0.0436,0.9816,,,0.08,0.0345,0.4583,,0.2093,,0.0738,,0,,block of flats,0.057,Panel,No,0,0,0,0,-215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
358003,0,Cash loans,M,Y,Y,0,90000,900000,26446.5,900000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-14848,-5416,-5025,-5084,17,1,1,1,1,1,0,Laborers,2,3,3,SUNDAY,9,0,0,0,0,0,0,Industry: type 11,0.37726959,0.672303065,0.680138822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230728,0,Cash loans,M,Y,Y,0,202500,824823,24115.5,688500,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0105,-13720,-1394,-5878,-3787,11,1,1,0,1,0,0,Laborers,2,3,3,WEDNESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0.435701991,0.60966622,0.508286991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299906,1,Cash loans,M,N,Y,0,292500,835380,40320,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008474,-21878,-454,-955,-4512,,1,1,0,1,1,0,Laborers,2,2,2,MONDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.041289213,0.808393591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
363856,0,Cash loans,F,N,N,0,247500,760225.5,30280.5,679500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.035792,-22184,-1888,-589,-4081,,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,14,0,0,0,0,0,0,Hotel,0.62572148,0.704041867,0.304672184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
190805,0,Cash loans,F,N,Y,0,180000,232434,12739.5,166500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-17202,-3975,-4061,-749,,1,1,0,1,0,0,Sales staff,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.730316506,0.44005783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
118468,0,Cash loans,F,N,N,1,112500,239850,25447.5,225000,Unaccompanied,Working,Incomplete higher,Widow,House / apartment,0.006671,-10526,-1500,-10180,-3214,,1,1,1,1,1,1,Sales staff,2,2,2,FRIDAY,19,0,0,0,0,0,0,Self-employed,0.079441723,0.57615442,0.106155623,0.0062,0.0143,0.9702,0.592,0.0053,0.04,0.069,0.0417,0.0833,0.0065,0.005,0.006,0,,0.0063,0.0149,0.9702,0.608,0.0053,0.0403,0.069,0.0417,0.0833,0.0066,0.0055,0.0063,0,,0.0062,0.0143,0.9702,0.5975,0.0053,0.04,0.069,0.0417,0.0833,0.0066,0.0051,0.0061,0,,reg oper account,block of flats,0.0076,"Stone, brick",No,4,0,4,0,-508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
363485,1,Cash loans,F,N,Y,0,225000,254700,13698,225000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.025164,-20128,-318,-7792,-3605,,1,1,1,1,1,0,,1,2,2,WEDNESDAY,11,1,1,0,1,1,0,Bank,,0.592833792,0.736622698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
240879,0,Cash loans,M,N,N,0,112500,254700,27153,225000,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-12926,-811,-6929,-3230,,1,1,1,1,1,0,Managers,1,2,2,THURSDAY,16,0,0,0,0,0,0,Construction,0.299061084,0.549116109,0.441835823,0.1979,0.0493,0.9836,0.7756,0.0371,0.16,0.1379,0.3333,0.0417,0.0415,0.1614,0.1743,0,0,0.2017,0.0511,0.9836,0.7844,0.0374,0.1611,0.1379,0.3333,0.0417,0.0424,0.1763,0.1815,0,0,0.1999,0.0493,0.9836,0.7786,0.0373,0.16,0.1379,0.3333,0.0417,0.0422,0.1642,0.1774,0,0,reg oper spec account,block of flats,0.1978,Block,No,1,0,1,0,-1643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
291482,0,Cash loans,F,N,N,0,45000,254700,14620.5,225000,Family,Working,Secondary / secondary special,Married,House / apartment,0.00733,-15491,-3147,-6522,-4391,,1,1,0,1,0,0,Cooking staff,2,2,2,SUNDAY,11,0,0,0,0,1,1,Kindergarten,,0.680411539,0.835776516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-2114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
294411,0,Cash loans,F,Y,Y,1,90000,824823,26608.5,688500,Unaccompanied,State servant,Higher education,Married,Office apartment,0.010966,-14718,-6579,-349,-5585,3,1,1,1,1,0,0,Core staff,3,2,2,WEDNESDAY,13,0,0,0,0,0,0,School,,0.200775404,0.626304277,0.0124,0.0279,0.9677,0.558,0.0019,0,0.069,0.0417,0.0833,0.0307,0.0101,0.0141,0,0,0.0126,0.029,0.9677,0.5753,0.0019,0,0.069,0.0417,0.0833,0.0314,0.011,0.0147,0,0,0.0125,0.0279,0.9677,0.5639,0.0019,0,0.069,0.0417,0.0833,0.0312,0.0103,0.0143,0,0,reg oper account,block of flats,0.0111,"Stone, brick",No,2,0,2,0,-248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
286902,0,Cash loans,F,N,Y,1,112500,310671,19134,256500,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-16161,-3048,-6550,-3035,,1,1,0,1,0,0,Core staff,3,3,3,SATURDAY,7,0,0,0,0,0,0,Kindergarten,0.410353086,0.424607731,0.553164699,0.0289,0.0434,0.9821,0.7552,,0,0.1034,0.0833,0.125,0.0098,0.0227,0.0255,0.0039,,0.0294,0.0451,0.9821,0.7648,,0,0.1034,0.0833,0.125,0.01,0.0248,0.0265,0.0039,,0.0291,0.0434,0.9821,0.7585,,0,0.1034,0.0833,0.125,0.0099,0.0231,0.0259,0.0039,,reg oper account,block of flats,0.0295,"Stone, brick",No,0,0,0,0,-700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
217279,1,Cash loans,F,N,Y,0,270000,835380,40320,675000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.04622,-20563,365243,-14607,-3949,,1,0,0,1,1,0,,1,1,1,TUESDAY,14,0,0,0,0,0,0,XNA,0.601332922,0.742304912,0.385914672,0.1031,0.092,0.9767,0.6804,0.0406,0,0.2069,0.1667,0.2083,0.0439,0.0841,0.0915,0,0,0.105,0.0955,0.9767,0.6929,0.0409,0,0.2069,0.1667,0.2083,0.0449,0.0918,0.0954,0,0,0.1041,0.092,0.9767,0.6847,0.0408,0,0.2069,0.1667,0.2083,0.0447,0.0855,0.0932,0,0,reg oper account,block of flats,0.0942,"Stone, brick",No,3,0,3,0,-1256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
273040,0,Cash loans,F,N,Y,0,180000,1125000,32895,1125000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.019101,-20646,-3195,-10335,-4012,,1,1,0,1,1,0,Core staff,1,2,2,FRIDAY,12,0,0,0,0,0,0,School,,0.761518565,0.477649155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441202,0,Cash loans,M,Y,Y,0,81000,450000,29430,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22127,365243,-4154,-4522,15,1,0,0,1,0,0,,2,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,0.602343304,0.593577838,0.759712182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101286,1,Cash loans,M,N,Y,0,202500,579942,37192.5,495000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011657,-12165,-965,-4712,-3951,,1,1,0,1,0,0,Laborers,2,1,1,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 1,,0.691247756,0.227612915,0.0711,0.1594,0.9861,0.8096,0.0212,0,0.2069,0.1667,0.2083,0,0.0572,0.0698,0.0039,0.1129,0.0725,0.1654,0.9861,0.8171,0.0214,0,0.2069,0.1667,0.2083,0,0.0624,0.0728,0.0039,0.1195,0.0718,0.1594,0.9861,0.8121,0.0213,0,0.2069,0.1667,0.2083,0,0.0581,0.0711,0.0039,0.1153,reg oper account,block of flats,0.0911,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
125534,0,Cash loans,F,Y,Y,0,67500,454500,17608.5,454500,Unaccompanied,Working,Higher education,Separated,House / apartment,0.015221,-17058,-5234,-7610,-585,7,1,1,1,1,0,0,Drivers,1,2,2,TUESDAY,12,0,0,0,0,0,0,Construction,0.510063035,0.711724206,,0.0825,,0.9776,,,,0.1379,0.1667,,0.0294,,0.071,,,0.084,,0.9777,,,,0.1379,0.1667,,0.0301,,0.074,,,0.0833,,0.9776,,,,0.1379,0.1667,,0.0299,,0.0723,,,,block of flats,0.0558,Panel,No,4,0,4,0,-510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
164168,0,Cash loans,F,N,Y,1,67500,566055,18387,472500,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.010643,-18465,365243,-9267,-2018,,1,0,0,1,0,0,,2,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,0.67287716,0.582740794,0.6577838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390499,0,Cash loans,F,Y,N,2,270000,893578.5,52245,828000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-11225,-3973,-5682,-3580,2,1,1,1,1,0,0,Core staff,4,1,1,WEDNESDAY,15,0,0,0,0,0,0,Security Ministries,,0.735172564,0.609275667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
376890,0,Cash loans,F,N,Y,4,189000,225000,20767.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-13539,365243,-4276,-4283,,1,0,0,1,1,0,,6,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.26525634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
215938,0,Cash loans,F,N,N,2,110250,261648,12856.5,207000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-16844,365243,-404,-366,,1,0,0,1,1,0,,4,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.166619918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
440310,0,Cash loans,M,N,N,0,225000,1436850,46480.5,1125000,Unaccompanied,Commercial associate,Higher education,Married,Municipal apartment,0.032561,-17770,-2064,-3043,-1308,,1,1,0,1,0,0,,2,1,1,WEDNESDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.571582279,0.617826147,0.0962,0.0771,0.9732,0.6328,0.0125,0.0664,0.1493,0.1942,0.2358,0.027,0.0782,0.0825,0.0013,0.0003,0.063,0.0636,0.9737,0.6537,0.0086,0,0.1379,0.1667,0.2083,0,0.0551,0.057,0,0,0.0833,0.0669,0.9737,0.6444,0.0088,0,0.1379,0.1667,0.2083,0.0283,0.0684,0.071,0,0,reg oper spec account,block of flats,0.043,Panel,No,8,3,8,0,-2127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
148772,0,Cash loans,M,N,N,0,315000,542133,16564.5,468000,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.025164,-11527,-283,-5478,-1152,,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.346520082,0.479448981,0.0289,0,0.9672,0.5512,0.0286,0,0.1034,0.0417,0.0833,0.0396,0.0235,0.0241,0,0,0.0294,0,0.9672,0.5688,0.0288,0,0.1034,0.0417,0.0833,0.0405,0.0257,0.0251,0,0,0.0291,0,0.9672,0.5572,0.0287,0,0.1034,0.0417,0.0833,0.0403,0.0239,0.0245,0,0,reg oper account,block of flats,0.0346,Others,No,0,0,0,0,-521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
381986,0,Cash loans,F,N,Y,0,180000,891072,35469,720000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-18864,-1677,-853,-2363,,1,1,1,1,0,0,,2,2,2,TUESDAY,8,0,0,0,0,0,0,Other,0.713433024,0.523628594,,0.0876,0.0496,0.9841,0.7824,0.0096,0.04,0.0345,0.4583,0.5,0.0208,0.0698,0.0767,0.0077,0.021,0.0893,0.0515,0.9841,0.7909,0.0097,0.0403,0.0345,0.4583,0.5,0.0213,0.0762,0.0799,0.0078,0.0222,0.0885,0.0496,0.9841,0.7853,0.0097,0.04,0.0345,0.4583,0.5,0.0212,0.071,0.0781,0.0078,0.0214,reg oper spec account,block of flats,0.0701,"Stone, brick",No,0,0,0,0,-697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
413613,0,Cash loans,M,Y,Y,0,180000,288873,17802,238500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00702,-20242,365243,-187,-3338,8,1,0,0,1,1,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.550674895,0.50648424,0.1289,0.1293,0.9806,0.7348,0.0223,0,0.3448,0.1667,0.0417,0.1309,0.1051,0.1295,0,0,0.1313,0.1342,0.9806,0.7452,0.0225,0,0.3448,0.1667,0.0417,0.1339,0.1148,0.1349,0,0,0.1301,0.1293,0.9806,0.7383,0.0225,0,0.3448,0.1667,0.0417,0.1332,0.1069,0.1318,0,0,reg oper account,block of flats,0.1141,"Stone, brick",No,0,0,0,0,-2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229542,0,Cash loans,F,Y,Y,0,180000,1546020,42511.5,1350000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-17079,-1654,-10286,-638,4,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,11,0,1,1,0,1,1,Business Entity Type 1,,0.263143591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
